"County","County_FIPS","County Seat","State","State_FIPS","STATEFP","COUNTYFP"
"Caddo County","15","Anadarko","Oklahoma","40","0040","015"
"Canadian County","17","El Reno","Oklahoma","40","0040","017"
"Carter County","19","Ardmore","Oklahoma","40","0040","019"
"Cherokee County","21","Tahlequah","Oklahoma","40","0040","021"
"Choctaw County","23","Hugo","Oklahoma","40","0040","023"
"Cimarron County","25","Boise City","Oklahoma","40","0040","025"
"Cleveland County","27","Norman","Oklahoma","40","0040","027"
"Coal County","29","Coalgate","Oklahoma","40","0040","029"
"Comanche County","31","Lawton","Oklahoma","40","0040","031"
"Cotton County","33","Walters","Oklahoma","40","0040","033"
"Craig County","35","Vinita","Oklahoma","40","0040","035"
"Creek County","37","Sapulpa","Oklahoma","40","0040","037"
"Custer County","39","Arapaho","Oklahoma","40","0040","039"
"Delaware County","41","Jay","Oklahoma","40","0040","041"
"Dewey County","43","Taloga","Oklahoma","40","0040","043"
"Ellis County","45","Arnett","Oklahoma","40","0040","045"
"Garfield County","47","Enid","Oklahoma","40","0040","047"
"Garvin County","49","Pauls Valley","Oklahoma","40","0040","049"
"Grady County","51","Chickasha","Oklahoma","40","0040","051"
"Grant County","53","Medford","Oklahoma","40","0040","053"
"Greer County","55","Mangum","Oklahoma","40","0040","055"
"Harmon County","57","Hollis","Oklahoma","40","0040","057"
"Harper County","59","Buffalo","Oklahoma","40","0040","059"
"Haskell County","61","Stigler","Oklahoma","40","0040","061"
"Hughes County","63","Holdenville","Oklahoma","40","0040","063"
"Jackson County","65","Altus","Oklahoma","40","0040","065"
"Jefferson County","67","Waurika","Oklahoma","40","0040","067"
"Johnston County","69","Tishomingo","Oklahoma","40","0040","069"
"Kay County","71","Newkirk","Oklahoma","40","0040","071"
"Kingfisher County","73","Kingfisher","Oklahoma","40","0040","073"
"Kiowa County","75","Hobart","Oklahoma","40","0040","075"
"Latimer County","77","Wilburton","Oklahoma","40","0040","077"
"Le Flore County","79","Poteau","Oklahoma","40","0040","079"
"Lincoln County","81","Chandler","Oklahoma","40","0040","081"
"Logan County","83","Guthrie","Oklahoma","40","0040","083"
"Love County","85","Marietta","Oklahoma","40","0040","085"
"Major County","93","Fairview","Oklahoma","40","0040","093"
"Marshall County","95","Madill","Oklahoma","40","0040","095"
"Mayes County","97","Pryor","Oklahoma","40","0040","097"
"McClain County","87","Purcell","Oklahoma","40","0040","087"
"McCurtain County","89","Idabel","Oklahoma","40","0040","089"
"McIntosh County","91","Eufaula","Oklahoma","40","0040","091"
"Murray County","99","Sulphur","Oklahoma","40","0040","099"
"Muskogee County","101","Muskogee","Oklahoma","40","0040","101"
"Noble County","103","Perry","Oklahoma","40","0040","103"
"Nowata County","105","Nowata","Oklahoma","40","0040","105"
"Okfuskee County","107","Okemah","Oklahoma","40","0040","107"
"Oklahoma County","109","Oklahoma City","Oklahoma","40","0040","109"
"Okmulgee County","111","Okmulgee","Oklahoma","40","0040","111"
"Osage County","113","Pawhuska","Oklahoma","40","0040","113"
"Ottawa County","115","Miami","Oklahoma","40","0040","115"
"Pawnee County","117","Pawnee","Oklahoma","40","0040","117"
"Payne County","119","Stillwater","Oklahoma","40","0040","119"
"Pittsburg County","121","McAlester","Oklahoma","40","0040","121"
"Pontotoc County","123","Ada","Oklahoma","40","0040","123"
"Pottawatomie County","125","Shawnee","Oklahoma","40","0040","125"
"Pushmataha County","127","Antlers","Oklahoma","40","0040","127"
"Roger Mills County","129","Cheyenne","Oklahoma","40","0040","129"
"Rogers County","131","Claremore","Oklahoma","40","0040","131"
"Seminole County","133","Wewoka","Oklahoma","40","0040","133"
"Sequoyah County","135","Sallisaw","Oklahoma","40","0040","135"
"Stephens County","137","Duncan","Oklahoma","40","0040","137"
"Texas County","139","Guymon","Oklahoma","40","0040","139"
"Tillman County","141","Frederick","Oklahoma","40","0040","141"
"Tulsa County","143","Tulsa","Oklahoma","40","0040","143"
"Wagoner County","145","Wagoner","Oklahoma","40","0040","145"
"Washington County","147","Bartlesville","Oklahoma","40","0040","147"
"Washita County","149","Cordell","Oklahoma","40","0040","149"
"Woods County","151","Alva","Oklahoma","40","0040","151"
"Woodward County","153","Woodward","Oklahoma","40","0040","153"
"Baker County","1","Baker City","Oregon","41","0041","001"
"Benton County","3","Corvallis","Oregon","41","0041","003"
"Clackamas County","5","Oregon City","Oregon","41","0041","005"
"Clatsop County","7","Astoria","Oregon","41","0041","007"
"Columbia County","9","Saint Helens","Oregon","41","0041","009"
"Coos County","11","Coquille","Oregon","41","0041","011"
"Crook County","13","Prineville","Oregon","41","0041","013"
"Curry County","15","Gold Beach","Oregon","41","0041","015"
"Deschutes County","17","Bend","Oregon","41","0041","017"
"Douglas County","19","Roseburg","Oregon","41","0041","019"
"Gilliam County","21","Condon","Oregon","41","0041","021"
"Grant County","23","Canyon City","Oregon","41","0041","023"
"Harney County","25","Burns","Oregon","41","0041","025"
"Hood River County","27","Hood River","Oregon","41","0041","027"
"Jackson County","29","Medford","Oregon","41","0041","029"
"Jefferson County","31","Madras","Oregon","41","0041","031"
"Josephine County","33","Grants Pass","Oregon","41","0041","033"
"Klamath County","35","Klamath Falls","Oregon","41","0041","035"
"Lake County","37","Lakeview","Oregon","41","0041","037"
"Lane County","39","Eugene","Oregon","41","0041","039"
"Lincoln County","41","Newport","Oregon","41","0041","041"
"Linn County","43","Albany","Oregon","41","0041","043"
"Malheur County","45","Vale","Oregon","41","0041","045"
"Marion County","47","Salem","Oregon","41","0041","047"
"Morrow County","49","Heppner","Oregon","41","0041","049"
"Multnomah County","51","Portland","Oregon","41","0041","051"
"Polk County","53","Dallas","Oregon","41","0041","053"
"Sherman County","55","Moro","Oregon","41","0041","055"
"Tillamook County","57","Tillamook","Oregon","41","0041","057"
"Umatilla County","59","Pendleton","Oregon","41","0041","059"
"Union County","61","La Grande","Oregon","41","0041","061"
"Wallowa County","63","Enterprise","Oregon","41","0041","063"
"Wasco County","65","The Dalles","Oregon","41","0041","065"
"Washington County","67","Hillsboro","Oregon","41","0041","067"
"Wheeler County","69","Fossil","Oregon","41","0041","069"
"Yamhill County","71","McMinnville","Oregon","41","0041","071"
"Adams County","1","Gettysburg","Pennsylvania","42","0042","001"
"Allegheny County","3","Pittsburgh","Pennsylvania","42","0042","003"
"Armstrong County","5","Kittanning","Pennsylvania","42","0042","005"
"Beaver County","7","Beaver","Pennsylvania","42","0042","007"
"Bedford County","9","Bedford","Pennsylvania","42","0042","009"
"Berks County","11","Reading","Pennsylvania","42","0042","011"
"Blair County","13","Hollidaysburg","Pennsylvania","42","0042","013"
"Bradford County","15","Towanda","Pennsylvania","42","0042","015"
"Bucks County","17","Doylestown","Pennsylvania","42","0042","017"
"Butler County","19","Butler","Pennsylvania","42","0042","019"
"Cambria County","21","Ebensburg","Pennsylvania","42","0042","021"
"Cameron County","23","Emporium","Pennsylvania","42","0042","023"
"Carbon County","25","Jim Thorpe","Pennsylvania","42","0042","025"
"Centre County","27","Bellefonte","Pennsylvania","42","0042","027"
"Chester County","29","West Chester","Pennsylvania","42","0042","029"
"Clarion County","31","Clarion","Pennsylvania","42","0042","031"
"Clearfield County","33","Clearfield","Pennsylvania","42","0042","033"
"Clinton County","35","Lock Haven","Pennsylvania","42","0042","035"
"Columbia County","37","Bloomsburg","Pennsylvania","42","0042","037"
"Crawford County","39","Meadville","Pennsylvania","42","0042","039"
"Cumberland County","41","Carlisle","Pennsylvania","42","0042","041"
"Dauphin County","43","Harrisburg","Pennsylvania","42","0042","043"
"Delaware County","45","Media","Pennsylvania","42","0042","045"
"Elk County","47","Ridgway","Pennsylvania","42","0042","047"
"Erie County","49","Erie","Pennsylvania","42","0042","049"
"Fayette County","51","Uniontown","Pennsylvania","42","0042","051"
"Forest County","53","Tionesta","Pennsylvania","42","0042","053"
